timestamp,coin,direction,entry_price,exit_price,pnl_pct,status
2026-05-07 08:54:51,DOGSUSD,BUY,0.0001037,,0.0,OPEN
2026-05-07 08:54:52,LABUSD,BUY,4.5766,,0.0,OPEN
2026-05-07 08:54:54,IOUSD,BUY,0.1567,,0.0,OPEN
2026-05-07 09:07:55,LABUSD,BUY,4.5766,4.44,-2.98,CLOSED
2026-05-07 09:07:55,LABUSD,SELL,4.44,,0.0,OPEN
2026-05-07 09:12:59,IOUSD,BUY,0.1567,0.1521,-2.94,CLOSED
2026-05-07 09:12:59,IOUSD,SELL,0.1521,,0.0,OPEN
2026-05-07 09:28:07,DOGSUSD,BUY,0.0001037,9.37e-05,-9.64,CLOSED
2026-05-07 09:28:07,DOGSUSD,SELL,9.37e-05,,0.0,OPEN
